,Title,Organization,Skills,Ratings,Review counts,Metadata
104,SAP Technology Consultant,SAP," Leadership and Management, Strategy and Operations, Cloud-Based Integration, Business Analysis, Business Transformation, Business Process Management, Cloud Applications, Strategy, Customer Analysis, Planning, Project Management, Business Intelligence, Software As A Service, Supply Chain and Logistics, Cloud Standards, Cloud Computing, Network Architecture, Software Architecture, System Software, Communication",4.7,4.7(558 reviews),Beginner · Professional Certificate · 3 - 6 Months
105,"JavaScript Programming with React, Node & MongoDB",IBM," Javascript, Computer Programming, Web Development, Computer Science, Front-End Web Development, NoSQL, React (web framework)",4.3,4.3(533 reviews),Beginner · Specialization · 3 - 6 Months
106,Digital Product Management,University of Virginia," Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, User Research, Data Analysis, Communication, Continuous Delivery, People Analysis, Planning, Product Strategy, Strategy",4.7,4.7(9.1K reviews),Beginner · Specialization · 3 - 6 Months
107,Graphic Design,California Institute of the Arts," Graphic Design, Visual Design, Communication, Computer Graphic Techniques, Computer Graphics, Creativity, Graph Theory, Visualization (Computer Graphics), Geometry, Interactive Design",4.7,4.7(20K reviews),Beginner · Specialization · 3 - 6 Months
108,Leading the Modern Day Business,University of Virginia,,4.7,4.7(19K reviews),Beginner · Specialization · 3 - 6 Months
109,Análisis de Datos de Google,Google,,4.8,4.8(7.3K reviews),Beginner · Professional Certificate · 3 - 6 Months
110,Arizona State University TESOL,Arizona State University,,4.9,4.9(18K reviews),Beginner · Professional Certificate · 3 - 6 Months
111,Prepare Data for Exploration,Google,,4.8,4.8(18K reviews),Beginner · Course · 1 - 3 Months
112,Introduction to Statistics,Stanford University,,4.6,4.6(2.7K reviews),Beginner · Course · 1 - 3 Months
113,The Materiality of ESG Factors,University of Pennsylvania,,4.7,4.7(910 reviews),Beginner · Specialization · 3 - 6 Months
114,Google Cloud Database Engineer,Google Cloud,,4.7,4.7(48K reviews),Intermediate · Specialization · 3 - 6 Months
115,Writing in the Sciences,Stanford University,,4.9,4.9(8.2K reviews),Beginner · Course · 1 - 3 Months
116,The Science of Well-Being,Yale University,,4.9,4.9(37K reviews),Mixed · Course · 1 - 3 Months
117,Preparing for Google Cloud Certification: Cloud DevOps Engineer,Google Cloud,,4.7,4.7(53K reviews),Beginner · Professional Certificate · 3 - 6 Months
118,IBM Product Manager,IBM,,4.9,4.9(1.5K reviews),Beginner · Professional Certificate · 3 - 6 Months
119,Architecting with Google Kubernetes Engine,Google Cloud,,4.7,4.7(49K reviews),Beginner · Specialization · 3 - 6 Months
120,"Python for Data Science, AI & Development",IBM," Python Programming, Computer Programming, Data Analysis",4.6,4.6(34K reviews),Beginner · Course · 1 - 3 Months
121,AWS Cloud Solutions Architect,Amazon Web Services," Amazon Web Services, Cloud Computing, Cloud Storage, Data Management, Big Data, Cloud Applications, Cloud Engineering, Cloud Platforms, Data Analysis, Data Warehousing, Extract, Transform, Load, Cloud Management, Data Architecture, Cloud Infrastructure, Data Visualization, Database Design, Other Cloud Platforms and Tools, Software Architecture, Leadership and Management, Machine Learning",4.8,4.8(4.8K reviews),Intermediate · Professional Certificate · 3 - 6 Months
122,Preparing for Google Cloud Certification: Cloud Security Engineer,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Network Security, Computer Networking, Computer Security Models, Cloud Applications, Cloud Management, Cloud Storage, Network Architecture, Software Security, System Security, Other Cloud Platforms and Tools, Security Engineering, Security Strategy, Google App Engine, Network Model, Computer Security Incident Management, DevOps, Software-Defined Networking, Security Software, Kubernetes, Leadership and Management",4.7,4.7(49K reviews),Intermediate · Professional Certificate · 3 - 6 Months
123,AWS Cloud Technology Consultant,Amazon Web Services," Amazon Web Services, Cloud API, Cloud Computing, Cloud Infrastructure, Cloud Storage, Continuous Integration, Customer Support, Data Analysis, Data Architecture, DevOps, Information Technology, Leadership and Management, Project Management, Python Programming, Software Architecture, Software Testing, Strategy, Web Development",4.8,4.8(4.6K reviews),Beginner · Professional Certificate · 3 - 6 Months
124,Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Platforms, Big Data, Data Management, Data Analysis, Data Analysis Software, Databases, Computer Networking, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Communication, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Business Analysis, Leadership and Management, Problem Solving, Apache, Python Programming, Warehouse Management, Feature Engineering, Statistical Programming, Tensorflow",4.6,4.6(18K reviews),Intermediate · Professional Certificate · 3 - 6 Months
125,Data Analysis and Presentation Skills: the PwC Approach,PwC," Data Analysis, Business Analysis, Data Management, Data Visualization, Microsoft Excel, Data Analysis Software, Spreadsheet Software, Problem Solving, Statistical Analysis, Interactive Data Visualization, Data Structures, Statistical Visualization, Extract, Transform, Load, Data Model, Data Visualization Software, General Statistics, Big Data, Critical Thinking, Professional Development, Visualization (Computer Graphics), Decision Making, Communication, Business Communication, Storytelling, Customer Analysis, Forecasting, Visual Design, Planning",4.6,4.6(11K reviews),Beginner · Specialization · 3 - 6 Months
126,AWS Fundamentals,Amazon Web Services," Amazon Web Services, Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Applications, Cloud Platforms, Cloud Engineering, Cloud Storage, Network Security, Cloud API, Cloud-Based Integration, Computer Security Models, Security Engineering, Security Software, Security Strategy, System Security, Software Security, Distributed Computing Architecture, Other Cloud Platforms and Tools, Data Management, Database Application, Database Design, Databases, Software Architecture, Data Architecture, Continuous Delivery, Data Visualization, Leadership and Management, Data Analysis",4.8,4.8(4.7K reviews),Beginner · Specialization · 1 - 3 Months
127,Learn SQL Basics for Data Science,"University of California, Davis"," Databases, SQL, Data Management, Data Analysis, Big Data, Data Model, Exploratory Data Analysis, Database Administration, Problem Solving, Database Design, Business Analysis, Database Application, Extract, Transform, Load, Critical Thinking, Apache, Data Architecture, Customer Analysis, Distributed Computing Architecture, Data Science",4.6,4.6(17K reviews),Beginner · Specialization · 3 - 6 Months
128,Leadership Skills,IIMA - IIM Ahmedabad," Communication, Leadership and Management, People Management",4.8,4.8(958 reviews),Beginner · Course · 1 - 3 Months
129,Introduction to Generative AI,Google Cloud," Artificial Neural Networks, Deep Learning, Machine Learning",4.6,4.6(2.5K reviews),Beginner · Course · 1 - 4 Weeks
130,Tools of the Trade: Linux and SQL,Google," Linux, Databases, SQL",4.8,4.8(2K reviews),Beginner · Course · 1 - 4 Weeks
131,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Platforms, Big Data, Data Analysis, Data Management, Applied Machine Learning, Data Warehousing, Machine Learning, SQL, Cloud Storage, Data Architecture, Human Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Apache, Python Programming, Warehouse Management, Feature Engineering, Statistical Programming, Tensorflow",4.6,4.6(18K reviews),Intermediate · Specialization · 3 - 6 Months
132,Construction Management,Columbia University," Project Management, Leadership and Management, Strategy and Operations, Planning, Estimation, Operations Management, Budget Management, Accounting, Decision Making, Finance, Cost Accounting, Critical Thinking, Financial Accounting, Performance Management, Strategy, Financial Analysis, Investment Management, Financial Management, Process Analysis, Risk Management, Computational Thinking, Computational Logic, Statistical Visualization, Collaboration, Innovation, Change Management, Business Transformation, Supply Chain and Logistics, Feature Engineering, Entrepreneurship",4.7,4.7(8.1K reviews),Beginner · Specialization · 3 - 6 Months
133,Cybersécurité Google,Google," Linux, SQL",4.7,4.7(67 reviews),Beginner · Professional Certificate · 3 - 6 Months
134,Ciberseguridad de Google,Google," Computer Programming, Databases, Linux, Python Programming, SQL",4.9,4.9(1.5K reviews),Beginner · Professional Certificate · 3 - 6 Months
135,Preparing for Google Cloud Certification: Cloud Developer,Google Cloud," Cloud Applications, Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud API, Cloud Engineering, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Cloud Load Balancing, DevOps, Application Development, Google App Engine, Software Architecture, Computer Architecture, Docker (Software), Machine Learning Software, Kubernetes",4.7,4.7(51K reviews),Intermediate · Professional Certificate · 3 - 6 Months
136,Project Planning: Putting It All Together,Google," Project Management, Strategy and Operations, Leadership and Management, Entrepreneurship, Finance, Planning, Supply Chain and Logistics, Budget Management, Communication, Risk Management, Procurement",4.8,4.8(11K reviews),Beginner · Course · 1 - 3 Months
137,Search Engine Optimization (SEO),"University of California, Davis"," Marketing, Search Engine Optimization, Digital Marketing, Strategy, Social Media, User Experience, Customer Analysis, Media Strategy & Planning, User Research, Web Development, Market Analysis, Data Analysis, Market Research, Marketing Management, Marketing Psychology, User Experience Design, Web Development Tools, Algorithms, Brand Management, Communication, Critical Thinking, Influencing, Audit, Customer Relationship Management",4.6,4.6(12K reviews),Beginner · Specialization · 3 - 6 Months
138,Data Structures and Algorithms,University of California San Diego," Algorithms, Theoretical Computer Science, Computer Programming, Data Structures, Problem Solving, Mathematics, Computational Thinking, Computer Programming Tools, Computational Logic, Critical Thinking, Graph Theory, Programming Principles, Mathematical Theory & Analysis, C++ Programming, Algebra, Software Testing",4.6,4.6(16K reviews),Intermediate · Specialization · 3 - 6 Months
139,Preparing for Google Cloud Certification: Cloud Network Engineer,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Computer Networking, Cloud Applications, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Network Architecture, Network Model, Network Security, DevOps, Software-Defined Networking, Google App Engine, Kubernetes, Leadership and Management",4.7,4.7(48K reviews),Intermediate · Professional Certificate · 3 - 6 Months
140,Attract and Engage Customers with Digital Marketing,Google," Digital Marketing, Marketing, Search Engine Optimization, Marketing Management, Advertising, Media Strategy & Planning, Persona Research, Web Design, Web Development, Web Development Tools",4.8,4.8(4.4K reviews),Beginner · Course · 1 - 4 Weeks
141,Introduction to Psychology,Yale University, Critical Thinking,4.9,4.9(27K reviews),Beginner · Course · 1 - 3 Months
142,Networking in Google Cloud,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Platforms, Cloud Engineering, Cloud Infrastructure, Computer Networking, Cloud Applications, Other Cloud Platforms and Tools, Cloud Management, Cloud Storage, Network Architecture, Network Model, Network Security, DevOps, Software-Defined Networking, Google App Engine, Kubernetes, Leadership and Management",4.7,4.7(48K reviews),Intermediate · Specialization · 3 - 6 Months
143,Linear Algebra for Machine Learning and Data Science,DeepLearning.AI," Algebra, Linear Algebra, Mathematics, Python Programming, Critical Thinking, Dimensionality Reduction, Machine Learning Algorithms, Mathematical Theory & Analysis, Machine Learning",4.5,4.5(1K reviews),Beginner · Course · 1 - 4 Weeks
144,Developing Applications with Google Cloud,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Applications, Cloud Platforms, Cloud API, Cloud Infrastructure, Other Cloud Platforms and Tools, Cloud Engineering, Cloud Management, Cloud Storage, Application Development, DevOps, Google App Engine, Software Architecture, Computer Architecture, Machine Learning Software, Kubernetes",4.7,4.7(48K reviews),Intermediate · Specialization · 3 - 6 Months
145,Security in Google Cloud,Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Platforms, Cloud Infrastructure, Cloud Management, Security Engineering, System Security, Cloud Applications, Cloud Engineering, Computer Security Models, Other Cloud Platforms and Tools, Cloud Storage, Network Security, Security Software, Security Strategy, Software Security, DevOps, Google App Engine, Kubernetes",4.7,4.7(48K reviews),Intermediate · Specialization · 3 - 6 Months
146,ChatGPT Advanced Data Analysis,Vanderbilt University, Data Analysis,4.9,4.9(154 reviews),Beginner · Course · 1 - 3 Months
147,Digital Marketing,University of Illinois at Urbana-Champaign," Digital Marketing, Marketing, Market Analysis, Media Strategy & Planning, Social Media, Data Analysis, Market Research, Advertising, Communication, Strategy, Business Analysis, Data Visualization, Exploratory Data Analysis, Data Management, Brand Management, Marketing Management, Data Analysis Software, Decision Making, Marketing Design, Critical Thinking, Process Analysis, Business Communication, Business Intelligence, Business Transformation, Interactive Data Visualization, Collaboration, Innovation, Planning",4.7,4.7(22K reviews),Beginner · Specialization · 3 - 6 Months
148,What is Data Science?,IBM," Data Science, Data Mining, Big Data, Data Analysis, Deep Learning, Machine Learning, Regression, Writing",4.7,4.7(67K reviews),Beginner · Course · 1 - 4 Weeks
149,Gestión de Proyectos de Google,Google," Leadership and Management, Project Management, Strategy and Operations, Organizational Development, Planning, Strategy, Collaboration, Communication, Adaptability, Change Management, Decision Making, Media Strategy & Planning, Process Analysis, Probability & Statistics, Risk Management, Scrum (Software Development), Agile Software Development, Budget Management, Natural Language Processing, Product Management, Prospecting and Qualification, Search Engine Optimization, Product Development, Estimation, Software Engineering, Supply Chain and Logistics",4.9,4.9(6.4K reviews),Beginner · Professional Certificate · 3 - 6 Months
150,Business Strategy,University of Virginia," Strategy, Strategy and Operations, Leadership and Management, Entrepreneurship, Marketing, Sales, Market Analysis, Business Development, Business Analysis, Business Transformation, Finance, Investment Management, Planning, Product Strategy, Business Design, Research and Design, Risk Management",4.8,4.8(4K reviews),Beginner · Specialization · 3 - 6 Months
151,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University," Front-End Web Development, HTML and CSS, Javascript, Web Development",4.7,4.7(16K reviews),Mixed · Course · 1 - 3 Months
152,Applied Data Science with Python,University of Michigan," Python Programming, Data Analysis, Computer Programming, Machine Learning, Algorithms, Applied Machine Learning, Data Mining, Machine Learning Algorithms, Exploratory Data Analysis, Statistical Programming, Data Management, Extract, Transform, Load, Natural Language Processing, Critical Thinking, Statistical Machine Learning, Graph Theory, Network Analysis, Computer Programming Tools, Human Learning, Data Visualization, Network Model, Data Analysis Software, Regression, Computer Networking, General Statistics, Network Architecture, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics",4.5,4.5(34K reviews),Intermediate · Specialization · 3 - 6 Months
153,Google データアナリティクス,Google," Data Analysis, Databases, Data Analysis Software, Data Management, Data Visualization, SQL, Spreadsheet Software, Business Analysis, Process Analysis, Microsoft Excel, Data Structures, Business Research, Problem Solving, R Programming, Visualization (Computer Graphics), Data Visualization Software, Decision Making, Exploratory Data Analysis, Big Data, Communication, Planning, Statistical Analysis, Tableau Software, Computer Programming, Plot (Graphics), Leadership and Management",4.7,4.7(327 reviews),Beginner · Professional Certificate · 3 - 6 Months
154,Foundations of Positive Psychology,University of Pennsylvania, Resilience,4.8,4.8(7.4K reviews),Beginner · Specialization · 3 - 6 Months
155,Introduction to Data Analytics,IBM," Data Analysis, Databases, Python Programming, SQL, Data Management, Data Mining, Data Science, Data Visualization, NoSQL, R Programming, Microsoft Excel",4.8,4.8(14K reviews),Beginner · Course · 1 - 3 Months
156,DevOps on AWS,Amazon Web Services," Amazon Web Services, Cloud Computing, Continuous Delivery, Continuous Integration, DevOps, Devops Tools, Cloud Applications, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud Standards, Software Testing, Leadership and Management, Cloud Storage",4.8,4.8(4.7K reviews),Intermediate · Specialization · 1 - 3 Months
157,Mathematics for Machine Learning,Imperial College London," Algebra, Linear Algebra, Mathematics, Machine Learning, Mathematical Theory & Analysis, Computer Programming, Python Programming, Machine Learning Algorithms, Calculus, Computational Logic, Algorithms, Applied Machine Learning, Differential Equations, Problem Solving, Statistical Analysis, Dimensionality Reduction, Statistical Programming, Regression",4.6,4.6(14K reviews),Beginner · Specialization · 3 - 6 Months
158,Certified in Cybersecurity,ISC2," Computer Security Incident Management, Risk Management, Leadership and Management, Network Security, Cryptography, Cyberattacks, Operations Management",4.8,4.8(475 reviews),Beginner · Specialization · 3 - 6 Months
159,"Start the UX Design Process: Empathize, Define, and Ideate",Google," Audit, Collaboration, Human Computer Interaction, User Experience, User Experience Design, User Research",4.8,4.8(14K reviews),Beginner · Course · 1 - 4 Weeks
160,Connected Leadership,Yale University," Leadership and Management, Change Management, People Management, Process Analysis",4.8,4.8(275 reviews),Beginner · Course · 1 - 3 Months
161,"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI," Algorithms, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Deep Learning, Machine Learning Software, Artificial Neural Networks, Reinforcement Learning, Tensorflow",4.9,4.9(2.1K reviews),Beginner · Course · 1 - 4 Weeks
162,Supply Chain Management,Rutgers the State University of New Jersey," Supply Chain Systems, Supply Chain and Logistics, Planning, Strategy and Operations, Business Process Management, Inventory Management, Leadership and Management, Operations Management, Business Analysis, Continuous Delivery, Data Analysis, Estimation, Forecasting, Spreadsheet Software, Statistical Analysis, Strategy, Warehouse Management, Probability & Statistics, Transportation Operations Management, Material Handling, Shipping and Receiving, Store Management, Operations Research, Performance Management",4.7,4.7(14K reviews),Beginner · Specialization · 3 - 6 Months
163,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University," Human Learning, Planning, Strategy, Mergers & Acquisitions",4.9,4.9(17K reviews),Beginner · Specialization · 3 - 6 Months
164,Reinforcement Learning,University of Alberta," Machine Learning, Reinforcement Learning, Algorithms, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Python Programming, Statistical Machine Learning, Statistical Programming, Artificial Neural Networks, Planning, Decision Making",4.7,4.7(3.3K reviews),Intermediate · Specialization · 3 - 6 Months
165,Tableau Business Intelligence Analyst,Tableau Learning Partner," Business Analysis, Data Analysis, Data Architecture, Data Management, Data Visualization, Interactive Data Visualization, Project Management, Tableau Software",4.7,4.7(161 reviews),Beginner · Professional Certificate · 3 - 6 Months
166,Process Data from Dirty to Clean,Google," Data Analysis, SQL, Spreadsheet Software, General Statistics, Databases, Extract, Transform, Load, Microsoft Excel",4.8,4.8(14K reviews),Beginner · Course · 1 - 3 Months
167,Generative Adversarial Networks (GANs),DeepLearning.AI," Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Python Programming, Deep Learning, Machine Learning Software, Statistical Programming, Computer Vision, Computer Programming, Human Learning, Problem Solving",4.7,4.7(2.2K reviews),Intermediate · Specialization · 1 - 3 Months
168,Improve Your English Communication Skills,Georgia Institute of Technology," Communication, Writing, Business Communication, Professional Development",4.7,4.7(26K reviews),Beginner · Specialization · 3 - 6 Months
169,Agile Project Management,Google," Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication, Entrepreneurship, Product Management, Influencing, Problem Solving",4.8,4.8(11K reviews),Beginner · Course · 1 - 4 Weeks
170,Security Analyst Fundamentals,IBM," Security Strategy, Computer Security Incident Management, Python Programming, Cyberattacks, DevOps, Mobile Security, Software Security, System Software, Computer Programming, Leadership and Management",4.7,4.7(3.7K reviews),Beginner · Specialization · 3 - 6 Months
171,Data Science,Johns Hopkins University," R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Data Analysis Software, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Data Visualization Software, Plot (Graphics), Regression, Computer Graphics, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Data Mining, Estimation, Extract, Transform, Load, Mathematics, Probability Distribution, Databases, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Interactive Design, Web Development",4.5,4.5(50K reviews),Beginner · Specialization · 3 - 6 Months
172,Google Marketing Digital e E-Commerce,Google," E-Commerce, Marketing, Search Engine Optimization, Strategy",4.9,4.9(1.1K reviews),Beginner · Professional Certificate · 3 - 6 Months
173,Meta Marketing Analytics,Meta," Marketing, Digital Marketing, Advertising, Data Analysis, Marketing Management, Media Strategy & Planning, Business Analysis, Statistical Analysis, Probability & Statistics, Market Analysis, Communication, General Statistics, Experiment, Regression, Statistical Tests, Market Research, Basic Descriptive Statistics, Probability Distribution, Brand Management, Forecasting, Research and Design, Data Visualization, Computer Programming, Data Management, Databases, Python Programming, SQL, Statistical Programming, Storytelling, Tableau Software",4.7,4.7(2.2K reviews),Beginner · Professional Certificate · 3 - 6 Months
174,"NoSQL, Big Data, and Spark Foundations",IBM," Apache, Big Data, Data Management, Distributed Computing Architecture, Databases, NoSQL, Extract, Transform, Load, SQL, Cloud Computing, Data Model, Machine Learning, Data Architecture, Database Administration, Database Design, Cloud Applications, IBM Cloud, Kubernetes, Python Programming, Data Warehousing",4.4,4.4(491 reviews),Beginner · Specialization · 3 - 6 Months
175,Accelerated Computer Science Fundamentals,University of Illinois at Urbana-Champaign," Computer Programming, C Programming Language Family, Data Structures, Algorithms, C++ Programming, Theoretical Computer Science, Programming Principles, Computational Thinking, Problem Solving, Computer Programming Tools, Critical Thinking, Graph Theory",4.7,4.7(3.3K reviews),Intermediate · Specialization · 1 - 3 Months
176,Regulatory Compliance,University of Pennsylvania," Regulations and Compliance, Critical Thinking, Leadership and Management, Organizational Development, Risk Management, Strategy and Operations, Strategy, Employee Relations, Finance, Audit, Business Process Management, Communication, Accounting, Financial Accounting, Operations Management, People Management, Brand Management, Data Management",4.8,4.8(2.1K reviews),Intermediate · Specialization · 3 - 6 Months
177,AI Product Management,Duke University," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management",4.7,4.7(382 reviews),Beginner · Specialization · 3 - 6 Months
178,Introduction to Programming with Python and Java,University of Pennsylvania," Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science",4.4,4.4(1.5K reviews),Beginner · Specialization · 3 - 6 Months
179,Mergers and Acquisitions,University of Illinois at Urbana-Champaign," Mergers & Acquisitions, Finance, Accounting, Financial Analysis, Financial Accounting, Banking, Business Analysis, Investment Management, Financial Management, Data Analysis, Market Analysis, Corporate Accouting, Taxes",4.6,4.6(261 reviews),Intermediate · Specialization · 3 - 6 Months
180,TensorFlow: Advanced Techniques,DeepLearning.AI,,4.8,4.8(1.4K reviews),Intermediate · Specialization · 3 - 6 Months
181,Python 3 Programming,University of Michigan,,4.7,4.7(21K reviews),Beginner · Specialization · 3 - 6 Months
182,Generative AI for Leaders,Vanderbilt University,,4.6,4.6(15 reviews),Beginner · Course · 1 - 4 Weeks
183,Algorithms,Stanford University,,4.8,4.8(5.8K reviews),Intermediate · Specialization · 3 - 6 Months
184,Successful Negotiation: Essential Strategies and Skills,University of Michigan,,4.8,4.8(19K reviews),Beginner · Course · 1 - 3 Months
185,AI for Medicine,DeepLearning.AI,,4.7,4.7(2.3K reviews),Intermediate · Specialization · 1 - 3 Months
186,Introduction to Artificial Intelligence (AI),IBM,,4.7,4.7(12K reviews),Beginner · Course · 1 - 4 Weeks
187,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Yale University,,4.9,4.9(4.7K reviews),Mixed · Course · 1 - 3 Months
188,Career Success,"University of California, Irvine",,4.6,4.6(42K reviews),Beginner · Specialization · 3 - 6 Months
189,OKR Certification: Leadership and Goal Setting,Measure What Matters,,4.8,4.8(341 reviews),Beginner · Course · 1 - 4 Weeks
190,Microsoft Azure Data Engineering Associate (DP-203),Microsoft,,4.4,4.4(837 reviews),Intermediate · Professional Certificate · 3 - 6 Months
191,Applied Data Science with R,IBM,,4.5,4.5(827 reviews),Beginner · Specialization · 3 - 6 Months
192,Operating Systems and You: Becoming a Power User,Google," Linux, Leadership and Management, Operating Systems",4.7,4.7(27K reviews),Beginner · Course · 1 - 3 Months
193,Data Science: Foundations using R,Johns Hopkins University," Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Mining, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)",4.6,4.6(48K reviews),Beginner · Specialization · 3 - 6 Months
194,Achieving Personal and Professional Success,University of Pennsylvania," Communication, Human Learning, Professional Development, Critical Thinking, Leadership Development, Leadership and Management, People Analysis, Decision Making, Emotional Intelligence, People Development, Adaptability, Planning, Negotiation, Influencing, Innovation",4.7,4.7(3.1K reviews),Beginner · Specialization · 3 - 6 Months
195,Artificial Intelligence in Marketing,University of Virginia," Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Machine Learning Software, Marketing Management, Network Analysis, Product Strategy",4.5,4.5(161 reviews),Beginner · Course · 1 - 4 Weeks
196,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI," Applied Machine Learning, Deep Learning, Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Algorithms, Computer Programming, Mathematics, Python Programming, Mathematical Theory & Analysis, Tensorflow, Human Learning",4.9,4.9(63K reviews),Intermediate · Course · 1 - 4 Weeks
197,Business Analytics with Excel: Elementary to Advanced,Johns Hopkins University," Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization",4.8,4.8(1.3K reviews),Intermediate · Course · 1 - 3 Months
198,Leading People and Teams,University of Michigan," Human Resources, Leadership and Management, People Development, Strategy and Operations, Leadership Development, Talent Management, Business Psychology, People Analysis, Communication, People Management, Strategy, Human Learning, Human Resources Operations, Business Communication, Collaboration, Influencing, Performance Management, Conflict Management, Employee Relations, Business Analysis, Marketing, Recruitment",4.7,4.7(10K reviews),Beginner · Specialization · 3 - 6 Months
199,AI for Good,DeepLearning.AI," Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming",4.8,4.8(177 reviews),Beginner · Specialization · 1 - 3 Months
200,Project Execution: Running the Project,Google," Leadership and Management, Communication, Project Management, Strategy and Operations, Business Communication, Collaboration, Risk Management, Planning",4.8,4.8(7.3K reviews),Beginner · Course · 1 - 3 Months
201,UCI Project Management,"University of California, Irvine"," Leadership and Management, Strategy and Operations, Project Management, Planning",4.7,4.7(278 reviews),Beginner · Professional Certificate · 3 - 6 Months
202,(ISC)² Systems Security Certified Practitioner (SSCP),ISC2," Security Engineering, System Security, Network Security, Software Security, Computer Security Incident Management, Leadership and Management, Security Software, Risk Management, Strategy and Operations, Algorithms, Cloud Computing, Cryptography, Cyberattacks, Operations Management, Security Strategy, Human Factors (Security), Software-Defined Networking, Cloud Applications, Communication, Financial Accounting",4.7,4.7(546 reviews),Beginner · Specialization · 3 - 6 Months
203,Crash Course on Python,Google," Computer Programming, Data Structures, Problem Solving, Python Programming",4.8,4.8(35K reviews),Beginner · Course · 1 - 3 Months
204,Programming for Everybody (Getting Started with Python),University of Michigan," Algorithms, Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science",4.8,4.8(225K reviews),Beginner · Course · 1 - 3 Months
